"","age","workclass","education","marital.status","occupation","relationship","race","gender","hrs.per.week","class"
"23351",39,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"23352",23,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",40,"<=50K"
"23353",19,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",12,"<=50K"
"23354",44,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"23355",25,"Private","Assoc-voc","Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Female",40,"<=50K"
"23356",35,"Private","Assoc-voc","Divorced","Prof-specialty","Own-child","Black","Male",40,"<=50K"
"23357",48,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23358",48,"Private","Some-college","Divorced","Handlers-cleaners","Own-child","White","Male",40,"<=50K"
"23359",44,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","Black","Female",40,"<=50K"
"23360",55,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",25,"<=50K"
"23361",33,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",50,"<=50K"
"23362",18,"Private","12th","Never-married","Handlers-cleaners","Own-child","White","Male",20,"<=50K"
"23363",24,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Male",30,"<=50K"
"23364",24,"State-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",20,"<=50K"
"23365",44,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",70,">50K"
"23366",27,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",45,"<=50K"
"23367",26,"Local-gov","10th","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"23368",34,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"23369",38,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",65,">50K"
"23370",41,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",75,">50K"
"23371",32,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",50,"<=50K"
"23372",56,"Local-gov","Masters","Married-civ-spouse","Exec-managerial","Husband","Black","Male",40,">50K"
"23373",59,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"23374",44,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",60,">50K"
"23375",30,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Male",50,"<=50K"
"23376",23,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"23377",43,"Private","HS-grad","Never-married","Adm-clerical","Unmarried","White","Female",43,">50K"
"23378",61,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,"<=50K"
"23379",38,"Private","HS-grad","Never-married","Adm-clerical","Unmarried","White","Female",35,"<=50K"
"23380",68,"Private","10th","Married-civ-spouse","Sales","Husband","White","Male",16,"<=50K"
"23381",41,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Male",50,">50K"
"23382",42,"Self-emp-not-inc","Some-college","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"23383",19,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Female",40,"<=50K"
"23384",40,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",50,"<=50K"
"23385",51,"Self-emp-inc","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",40,">50K"
"23386",44,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"23387",44,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",45,"<=50K"
"23388",24,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",60,"<=50K"
"23389",34,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",60,"<=50K"
"23390",30,"Local-gov","Bachelors","Never-married","Exec-managerial","Own-child","White","Male",40,"<=50K"
"23391",45,"Private","Bachelors","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"23392",22,"Private","Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"23393",49,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"23394",39,"Private","Assoc-acdm","Widowed","Adm-clerical","Unmarried","White","Female",45,"<=50K"
"23395",34,"Private","Some-college","Never-married","Adm-clerical","Other-relative","White","Female",40,"<=50K"
"23396",52,"Local-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"23397",24,"Private","Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"23398",38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,">50K"
"23399",19,"Private","11th","Never-married","Machine-op-inspct","Own-child","White","Male",40,"<=50K"
"23400",24,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",30,"<=50K"
"23401",25,"Private","Assoc-acdm","Never-married","Other-service","Own-child","White","Male",43,"<=50K"
"23402",71,"Private","7th-8th","Widowed","Transport-moving","Not-in-family","White","Male",10,"<=50K"
"23403",27,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Wife","Black","Female",40,"<=50K"
"23404",28,"Private","Assoc-voc","Never-married","Tech-support","Not-in-family","Black","Female",40,"<=50K"
"23405",18,"Private","11th","Never-married","Sales","Own-child","Black","Female",10,"<=50K"
"23406",49,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",40,"<=50K"
"23407",36,"Private","HS-grad","Married-spouse-absent","Other-service","Unmarried","White","Female",25,"<=50K"
"23408",57,"Private","HS-grad","Widowed","Transport-moving","Unmarried","White","Male",50,"<=50K"
"23409",17,"Private","10th","Never-married","Other-service","Own-child","White","Male",20,"<=50K"
"23410",30,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,"<=50K"
"23411",41,"Private","10th","Never-married","Sales","Own-child","White","Female",40,"<=50K"
"23412",26,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",40,"<=50K"
"23413",61,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",48,"<=50K"
"23414",24,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",45,"<=50K"
"23415",44,"Private","11th","Never-married","Other-service","Not-in-family","White","Female",40,"<=50K"
"23416",38,"State-gov","Masters","Never-married","Prof-specialty","Other-relative","White","Female",40,"<=50K"
"23417",25,"Private","Bachelors","Never-married","Sales","Own-child","White","Male",50,"<=50K"
"23418",34,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",70,"<=50K"
"23419",38,"Private","Some-college","Never-married","Transport-moving","Not-in-family","White","Male",40,"<=50K"
"23420",42,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",55,"<=50K"
"23421",48,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"23422",38,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"23423",52,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",50,">50K"
"23424",55,"State-gov","Assoc-voc","Widowed","Prof-specialty","Unmarried","White","Female",40,"<=50K"
"23425",41,"Self-emp-not-inc","HS-grad","Divorced","Farming-fishing","Other-relative","White","Male",20,"<=50K"
"23426",45,"Private","5th-6th","Never-married","Machine-op-inspct","Own-child","White","Female",35,"<=50K"
"23427",19,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",20,"<=50K"
"23428",39,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",45,"<=50K"
"23429",43,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",45,"<=50K"
"23430",42,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",65,"<=50K"
"23431",17,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",12,"<=50K"
"23432",30,"Private","Assoc-acdm","Never-married","Prof-specialty","Not-in-family","Black","Female",25,"<=50K"
"23433",61,"Local-gov","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",70,"<=50K"
"23434",48,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"23435",57,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,">50K"
"23436",24,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",48,"<=50K"
"23437",41,"Private","12th","Divorced","Transport-moving","Not-in-family","White","Male",84,">50K"
"23438",42,"Private","HS-grad","Widowed","Transport-moving","Unmarried","White","Male",40,"<=50K"
"23439",34,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Female",15,"<=50K"
"23440",47,"Private","HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",43,"<=50K"
"23441",50,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"23442",30,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"23443",38,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",45,"<=50K"
"23444",31,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",55,">50K"
"23445",44,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",45,">50K"
"23446",34,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",38,"<=50K"
"23447",52,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","Black","Male",40,">50K"
"23448",34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",50,"<=50K"
"23449",31,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"23450",68,"Private","Some-college","Divorced","Sales","Not-in-family","White","Female",20,"<=50K"
"23451",42,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",35,"<=50K"
"23452",37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",35,"<=50K"
"23453",36,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",35,"<=50K"
"23454",38,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",30,"<=50K"
"23455",72,"Without-pay","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",55,"<=50K"
"23456",19,"Private","Some-college","Never-married","Sales","Own-child","White","Male",30,"<=50K"
"23457",30,"Private","Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23458",52,"Private","Bachelors","Separated","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"23459",29,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",45,">50K"
"23460",41,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","Black","Male",4,"<=50K"
"23461",29,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",45,"<=50K"
"23462",24,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Female",20,"<=50K"
"23463",46,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,">50K"
"23464",44,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,">50K"
"23465",17,"Private","10th","Never-married","Sales","Own-child","Black","Female",15,"<=50K"
"23466",35,"Private","Assoc-voc","Divorced","Other-service","Unmarried","White","Female",35,"<=50K"
"23467",38,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",40,"<=50K"
"23468",36,"Private","9th","Never-married","Handlers-cleaners","Own-child","White","Male",40,"<=50K"
"23469",24,"Private","11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",60,"<=50K"
"23470",38,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",99,"<=50K"
"23471",30,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",45,"<=50K"
"23472",36,"Local-gov","Assoc-voc","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",40,"<=50K"
"23473",27,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",45,"<=50K"
"23474",27,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"23475",65,"Federal-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",40,">50K"
"23476",37,"Private","Masters","Never-married","Exec-managerial","Not-in-family","Black","Female",40,">50K"
"23477",17,"Private","11th","Never-married","Sales","Own-child","White","Male",30,"<=50K"
"23478",57,"Private","5th-6th","Married-civ-spouse","Transport-moving","Husband","Black","Male",50,"<=50K"
"23479",54,"Self-emp-not-inc","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",30,"<=50K"
"23480",21,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Female",40,"<=50K"
"23481",43,"Private","HS-grad","Separated","Handlers-cleaners","Not-in-family","White","Male",40,"<=50K"
"23482",50,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23483",38,"Private","11th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",48,">50K"
"23484",31,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"23485",41,"Private","Prof-school","Divorced","Prof-specialty","Unmarried","White","Female",38,"<=50K"
"23486",20,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"23487",28,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Other-relative","White","Female",15,"<=50K"
"23488",62,"Private","9th","Married-civ-spouse","Other-service","Husband","White","Male",35,"<=50K"
"23489",41,"Private","12th","Divorced","Machine-op-inspct","Not-in-family","Black","Female",40,"<=50K"
"23490",37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",45,"<=50K"
"23491",53,"Self-emp-not-inc","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",30,"<=50K"
"23492",28,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",50,">50K"
"23493",23,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",30,"<=50K"
"23494",46,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",35,"<=50K"
"23495",28,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Female",45,"<=50K"
"23496",50,"Private","10th","Separated","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"23497",84,"Private","7th-8th","Married-civ-spouse","Prof-specialty","Husband","Black","Male",10,"<=50K"
"23498",48,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",35,">50K"
"23499",61,"Self-emp-not-inc","HS-grad","Widowed","Adm-clerical","Unmarried","White","Female",20,"<=50K"
"23500",44,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",42,"<=50K"
"23501",25,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",35,"<=50K"
"23502",47,"State-gov","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"23503",19,"Private","Some-college","Never-married","Sales","Own-child","White","Female",15,"<=50K"
"23504",37,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",17,"<=50K"
"23505",28,"Private","HS-grad","Divorced","Tech-support","Own-child","Asian-Pac-Islander","Female",40,"<=50K"
"23506",34,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,">50K"
"23507",32,"Self-emp-not-inc","Some-college","Divorced","Other-service","Not-in-family","White","Female",35,"<=50K"
"23508",24,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",30,"<=50K"
"23509",30,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",99,"<=50K"
"23510",56,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"23511",30,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"23512",28,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",26,"<=50K"
"23513",40,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",68,">50K"
"23514",28,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",45,"<=50K"
"23515",39,"Private","12th","Never-married","Handlers-cleaners","Not-in-family","White","Male",40,"<=50K"
"23516",33,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"23517",37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23518",71,"Private","5th-6th","Widowed","Priv-house-serv","Not-in-family","Asian-Pac-Islander","Female",75,"<=50K"
"23519",30,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"23520",20,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"23521",53,"Federal-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",50,"<=50K"
"23522",42,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",45,"<=50K"
"23523",44,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",56,">50K"
"23524",26,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"23525",21,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",16,"<=50K"
"23526",37,"Self-emp-not-inc","HS-grad","Married-spouse-absent","Other-service","Unmarried","Black","Female",40,"<=50K"
"23527",36,"Local-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",40,"<=50K"
"23528",25,"Private","HS-grad","Never-married","Sales","Unmarried","White","Female",40,"<=50K"
"23529",54,"Private","Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",43,">50K"
"23530",38,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"23531",29,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Male",40,"<=50K"
"23532",20,"State-gov","Some-college","Never-married","Craft-repair","Own-child","White","Male",38,"<=50K"
"23533",32,"Private","HS-grad","Never-married","Craft-repair","Other-relative","White","Male",50,"<=50K"
"23534",24,"Private","Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Male",20,"<=50K"
"23535",59,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"23536",56,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"23537",40,"Self-emp-not-inc","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",84,"<=50K"
"23538",35,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"23539",38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",40,">50K"
"23540",24,"Private","Some-college","Never-married","Sales","Own-child","White","Female",20,"<=50K"
"23541",30,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"23542",20,"Local-gov","Some-college","Never-married","Protective-serv","Own-child","Asian-Pac-Islander","Female",20,"<=50K"
"23543",36,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",40,"<=50K"
"23544",45,"Federal-gov","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"23545",22,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"23546",31,"Private","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",40,"<=50K"
"23547",34,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",40,"<=50K"
"23548",24,"Private","11th","Never-married","Craft-repair","Unmarried","White","Male",40,"<=50K"
"23549",23,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",25,"<=50K"
"23550",40,"Private","Some-college","Divorced","Machine-op-inspct","Unmarried","Black","Female",40,"<=50K"
"23551",55,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female",40,"<=50K"
"23552",47,"Private","Masters","Separated","Tech-support","Not-in-family","White","Male",40,">50K"
"23553",28,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",43,"<=50K"
"23554",55,"Private","Prof-school","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,">50K"
"23555",47,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"23556",54,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",52,">50K"
"23557",32,"Private","11th","Married-civ-spouse","Other-service","Wife","White","Female",60,"<=50K"
"23558",38,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"23559",61,"Self-emp-not-inc","Some-college","Widowed","Machine-op-inspct","Not-in-family","White","Female",40,"<=50K"
"23560",29,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23561",26,"Private","HS-grad","Never-married","Protective-serv","Not-in-family","Black","Female",32,"<=50K"
"23562",19,"Private","Some-college","Never-married","Farming-fishing","Own-child","White","Male",50,"<=50K"
"23563",40,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23564",36,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"23565",42,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",45,"<=50K"
"23566",55,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","Black","Female",35,"<=50K"
"23567",43,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"23568",39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23569",38,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",45,">50K"
"23570",36,"Private","Some-college","Divorced","Tech-support","Unmarried","White","Female",40,"<=50K"
"23571",49,"Private","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",50,"<=50K"
"23572",41,"Private","Some-college","Divorced","Adm-clerical","Own-child","Black","Female",40,"<=50K"
"23573",60,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",40,"<=50K"
"23574",35,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",70,"<=50K"
"23575",36,"State-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",40,"<=50K"
"23576",51,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"23577",51,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23578",33,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",25,"<=50K"
"23579",50,"Private","HS-grad","Divorced","Protective-serv","Not-in-family","White","Male",40,"<=50K"
"23580",38,"Private","12th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"23581",18,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",35,"<=50K"
"23582",26,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",40,"<=50K"
"23583",21,"Private","Some-college","Never-married","Sales","Own-child","White","Female",47,"<=50K"
"23584",26,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",52,"<=50K"
"23585",30,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,">50K"
"23586",33,"Local-gov","HS-grad","Never-married","Other-service","Not-in-family","Black","Male",40,"<=50K"
"23587",42,"State-gov","Some-college","Divorced","Transport-moving","Unmarried","White","Male",38,"<=50K"
"23588",28,"Private","Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",50,"<=50K"
"23589",20,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",35,"<=50K"
"23590",66,"Local-gov","Bachelors","Widowed","Prof-specialty","Not-in-family","Black","Female",25,"<=50K"
"23591",39,"Federal-gov","Assoc-acdm","Never-married","Prof-specialty","Not-in-family","White","Male",40,">50K"
"23592",52,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"23593",27,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"23594",45,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",50,"<=50K"
"23595",21,"Private","9th","Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Male",40,"<=50K"
"23596",25,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"23597",24,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",25,"<=50K"
"23598",29,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",50,">50K"
"23599",45,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",38,"<=50K"
"23600",59,"Private","10th","Married-civ-spouse","Transport-moving","Husband","White","Male",50,"<=50K"
"23601",41,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Own-child","White","Male",40,"<=50K"
"23602",23,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",40,"<=50K"
"23603",43,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Male",45,"<=50K"
"23604",17,"Private","11th","Never-married","Sales","Own-child","White","Male",20,"<=50K"
"23605",32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"23606",42,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"23607",68,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"23608",55,"Federal-gov","HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",40,">50K"
"23609",43,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"23610",61,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"23611",28,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"23612",47,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",60,"<=50K"
"23613",21,"Self-emp-not-inc","7th-8th","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"23614",39,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"23615",39,"Private","11th","Divorced","Craft-repair","Not-in-family","White","Male",46,"<=50K"
"23616",34,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","Black","Male",40,"<=50K"
"23617",27,"Private","Bachelors","Divorced","Handlers-cleaners","Own-child","Black","Male",40,"<=50K"
"23618",21,"State-gov","Some-college","Never-married","Other-service","Own-child","Black","Female",12,"<=50K"
"23619",51,"Self-emp-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",50,">50K"
"23620",35,"Private","Bachelors","Never-married","Sales","Own-child","Black","Female",40,"<=50K"
"23621",19,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",12,"<=50K"
"23622",27,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",55,">50K"
"23623",34,"Private","Some-college","Never-married","Sales","Other-relative","Black","Female",35,"<=50K"
"23624",36,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",40,"<=50K"
"23625",33,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",35,"<=50K"
"23626",60,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"23627",42,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"23628",47,"Federal-gov","HS-grad","Married-civ-spouse","Prof-specialty","Wife","Black","Female",40,"<=50K"
